2025-10-26 16:45:44,955 [INFO] Starting game: default_scenario - long_short: 2 vs regional_simple: 2
2025-10-26 16:45:46,982 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 200.0, 600.0, 600.0], 'agent_y': [200.0, 400.0, 400.0, 200.0]}
2025-10-26 16:45:46,986 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 200.0, 600.0, 600.0], 'agent_y': [200.0, 400.0, 400.0, 200.0]}
2025-10-26 16:45:47,003 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 204.0, 600.0, 596.0], 'agent_y': [200.0, 396.0, 400.0, 204.0]}
2025-10-26 16:45:47,020 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [196.0, 208.0, 596.0, 592.0], 'agent_y': [204.0, 392.0, 400.0, 208.0]}
2025-10-26 16:45:47,036 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [192.0, 212.0, 592.0, 588.0], 'agent_y': [208.0, 388.0, 396.0, 212.0]}
2025-10-26 16:45:47,053 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [188.0, 216.0, 588.0, 584.0], 'agent_y': [212.0, 384.0, 392.0, 216.0]}
2025-10-26 16:45:47,070 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [184.0, 220.0, 584.0, 580.0], 'agent_y': [216.0, 380.0, 388.0, 220.0]}
2025-10-26 16:45:47,086 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [180.0, 224.0, 584.0, 576.0], 'agent_y': [220.0, 376.0, 388.0, 224.0]}
2025-10-26 16:45:47,103 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [176.0, 228.0, 580.0, 572.0], 'agent_y': [224.0, 372.0, 388.0, 228.0]}
2025-10-26 16:45:47,120 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [172.0, 228.0, 576.0, 568.0], 'agent_y': [228.0, 372.0, 388.0, 232.0]}
2025-10-26 16:45:47,136 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [168.0, 232.0, 572.0, 564.0], 'agent_y': [232.0, 368.0, 388.0, 236.0]}
2025-10-26 16:45:47,153 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [164.0, 236.0, 568.0, 560.0], 'agent_y': [236.0, 364.0, 388.0, 240.0]}
2025-10-26 16:45:47,170 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [160.0, 240.0, 564.0, 556.0], 'agent_y': [240.0, 360.0, 388.0, 244.0]}
2025-10-26 16:45:47,186 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [156.0, 244.0, 560.0, 552.0], 'agent_y': [244.0, 356.0, 384.0, 248.0]}
