2025-10-26 15:28:44,636 [INFO] Starting game: default_scenario - two_capped_neural: 2 vs free_simple: 2
2025-10-26 15:28:46,820 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 200.0, 600.0, 600.0], 'agent_y': [200.0, 400.0, 400.0, 200.0]}
2025-10-26 15:28:46,831 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 200.0, 600.0, 596.0], 'agent_y': [200.0, 400.0, 400.0, 204.0]}
2025-10-26 15:28:46,847 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 200.0, 600.0, 592.0], 'agent_y': [200.0, 400.0, 400.0, 208.0]}
2025-10-26 15:28:46,864 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 200.0, 596.0, 588.0], 'agent_y': [200.0, 400.0, 400.0, 212.0]}
2025-10-26 15:28:46,880 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [204.0, 204.0, 592.0, 584.0], 'agent_y': [204.0, 396.0, 396.0, 216.0]}
2025-10-26 15:28:46,897 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [208.0, 208.0, 588.0, 580.0], 'agent_y': [208.0, 392.0, 396.0, 220.0]}
2025-10-26 15:28:46,914 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [212.0, 212.0, 584.0, 576.0], 'agent_y': [212.0, 388.0, 396.0, 224.0]}
2025-10-26 15:28:46,931 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [216.0, 216.0, 580.0, 572.0], 'agent_y': [216.0, 384.0, 396.0, 228.0]}
2025-10-26 15:28:46,947 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [220.0, 220.0, 576.0, 568.0], 'agent_y': [220.0, 380.0, 396.0, 232.0]}
2025-10-26 15:28:46,964 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [224.0, 224.0, 572.0, 564.0], 'agent_y': [224.0, 376.0, 392.0, 236.0]}
2025-10-26 15:28:46,981 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [228.0, 228.0, 568.0, 560.0], 'agent_y': [228.0, 372.0, 388.0, 240.0]}
2025-10-26 15:28:46,997 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [232.0, 232.0, 564.0, 556.0], 'agent_y': [232.0, 368.0, 384.0, 244.0]}
2025-10-26 15:28:47,014 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [236.0, 236.0, 560.0, 552.0], 'agent_y': [236.0, 364.0, 384.0, 248.0]}
2025-10-26 15:28:47,030 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [240.0, 240.0, 556.0, 548.0], 'agent_y': [240.0, 360.0, 384.0, 252.0]}
2025-10-26 15:28:47,047 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [244.0, 244.0, 552.0, 544.0], 'agent_y': [244.0, 356.0, 384.0, 256.0]}
2025-10-26 15:28:47,064 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [248.0, 248.0, 548.0, 540.0], 'agent_y': [248.0, 352.0, 380.0, 260.0]}
2025-10-26 15:28:47,081 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [252.0, 252.0, 544.0, 536.0], 'agent_y': [252.0, 348.0, 380.0, 264.0]}
2025-10-26 15:28:47,097 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [256.0, 256.0, 540.0, 532.0], 'agent_y': [256.0, 344.0, 380.0, 268.0]}
2025-10-26 15:28:47,114 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [260.0, 260.0, 536.0, 528.0], 'agent_y': [260.0, 340.0, 376.0, 272.0]}
2025-10-26 15:28:47,131 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [264.0, 264.0, 532.0, 524.0], 'agent_y': [264.0, 336.0, 372.0, 276.0]}
2025-10-26 15:28:47,147 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [268.0, 268.0, 528.0, 520.0], 'agent_y': [268.0, 332.0, 372.0, 280.0]}
2025-10-26 15:28:47,164 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [272.0, 272.0, 524.0, 516.0], 'agent_y': [272.0, 328.0, 368.0, 284.0]}
2025-10-26 15:28:47,181 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [276.0, 276.0, 520.0, 512.0], 'agent_y': [276.0, 324.0, 368.0, 288.0]}
2025-10-26 15:28:47,197 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [280.0, 280.0, 516.0, 508.0], 'agent_y': [280.0, 320.0, 368.0, 292.0]}
2025-10-26 15:28:47,214 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [284.0, 284.0, 512.0, 504.0], 'agent_y': [279.9999995, 320.0000005, 364.0, 296.0]}
2025-10-26 15:28:47,231 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [288.0, 288.0, 508.0, 500.0], 'agent_y': [281.9999995, 322.0000005, 364.0, 300.0]}
2025-10-26 15:28:47,247 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [292.0, 292.0, 504.0, 496.0], 'agent_y': [283.9999995, 324.0000005, 360.0, 304.0]}
2025-10-26 15:28:47,264 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [296.0, 296.0, 500.0, 492.0], 'agent_y': [285.9999995, 326.0000005, 356.0, 308.0]}
2025-10-26 15:28:47,281 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [300.0, 300.0, 496.0, 488.0], 'agent_y': [285.9999995, 326.0000005, 356.0, 312.0]}
2025-10-26 15:28:47,297 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [304.0, 304.0, 492.0, 484.0], 'agent_y': [285.9999995, 326.0000005, 356.0, 312.0]}
2025-10-26 15:28:47,314 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [308.0, 308.0, 488.0, 480.0], 'agent_y': [285.9999995, 326.0000005, 356.0, 312.0]}
2025-10-26 15:28:47,331 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [312.0, 312.0, 484.0, 476.0], 'agent_y': [285.9999995, 326.0000005, 356.0, 316.0]}
2025-10-26 15:28:47,347 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [316.0, 316.0, 480.0, 472.0], 'agent_y': [285.9999995, 326.0000005, 356.0, 316.0]}
2025-10-26 15:28:47,364 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [320.0, 320.0, 480.0, 468.0], 'agent_y': [285.9999995, 326.0000005, 356.0, 316.0]}
2025-10-26 15:28:47,380 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [324.0, 324.0, 480.12276952413816, 463.87723047586184], 'agent_y': [285.9999995, 326.0000005, 356.27623142931094, 319.72376857068906]}
2025-10-26 15:28:47,397 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [328.0, 328.0, 477.8905644546568, 458.1094355453432], 'agent_y': [285.9999995, 326.0000005, 355.3832320000706, 320.6167679999294]}
2025-10-26 15:28:47,414 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [332.0, 332.0, 475.8867414416647, 452.1132585583353], 'agent_y': [285.9999995, 326.0000005, 354.0843214932745, 321.9156785067255]}
2025-10-26 15:28:47,431 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [336.0, 336.0, 473.49085689293923, 450.50914310706077], 'agent_y': [285.9999995, 326.0000005, 352.3694907637956, 319.6305092362044]}
2025-10-26 15:28:47,447 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [340.0, 340.0, 471.6121397472633, 444.3878602527367], 'agent_y': [285.9999995, 326.0000005, 350.6529748345165, 321.3470251654835]}
2025-10-26 15:28:47,464 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [344.0, 344.0, 469.75010271531096, 438.24989728468904], 'agent_y': [285.9999995, 326.0000005, 348.3261626006294, 323.6738373993706]}
