2025-10-26 15:21:02,431 [INFO] Starting game: default_scenario - regional_simple: 2 vs two_capped_neural: 2
2025-10-26 15:21:04,622 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 200.0, 600.0, 600.0], 'agent_y': [200.0, 400.0, 400.0, 200.0]}
2025-10-26 15:21:04,622 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 200.0, 600.0, 600.0], 'agent_y': [200.0, 400.0, 400.0, 200.0]}
2025-10-26 15:21:04,639 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [204.0, 204.0, 600.0, 600.0], 'agent_y': [200.0, 396.0, 400.0, 200.0]}
2025-10-26 15:21:04,655 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [208.0, 208.0, 600.0, 600.0], 'agent_y': [200.0, 392.0, 400.0, 200.0]}
2025-10-26 15:21:04,672 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [212.0, 212.0, 596.0, 596.0], 'agent_y': [204.0, 388.0, 396.0, 204.0]}
2025-10-26 15:21:04,689 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [216.0, 216.0, 592.0, 592.0], 'agent_y': [204.0, 384.0, 392.0, 208.0]}
2025-10-26 15:21:04,705 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [220.0, 220.0, 588.0, 588.0], 'agent_y': [208.0, 380.0, 388.0, 212.0]}
2025-10-26 15:21:04,722 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [224.0, 224.0, 584.0, 584.0], 'agent_y': [212.0, 376.0, 384.0, 216.0]}
2025-10-26 15:21:04,739 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [228.0, 228.0, 580.0, 580.0], 'agent_y': [212.0, 372.0, 380.0, 220.0]}
2025-10-26 15:21:04,755 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [232.0, 232.0, 576.0, 576.0], 'agent_y': [212.0, 368.0, 376.0, 224.0]}
2025-10-26 15:21:04,772 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [236.0, 236.0, 572.0, 572.0], 'agent_y': [212.0, 364.0, 372.0, 228.0]}
2025-10-26 15:21:04,789 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [240.0, 240.0, 568.0, 568.0], 'agent_y': [216.0, 360.0, 368.0, 232.0]}
2025-10-26 15:21:04,805 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [244.0, 244.0, 564.0, 564.0], 'agent_y': [216.0, 356.0, 364.0, 236.0]}
2025-10-26 15:21:04,822 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [248.0, 248.0, 560.0, 560.0], 'agent_y': [220.0, 352.0, 360.0, 240.0]}
2025-10-26 15:21:04,839 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [252.0, 252.0, 556.0, 556.0], 'agent_y': [220.0, 348.0, 356.0, 244.0]}
