2025-10-26 15:09:03,262 [INFO] Starting game: default_scenario - simple: 2 vs two_capped_neural: 2
2025-10-26 15:09:05,528 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 200.0, 600.0, 600.0], 'agent_y': [200.0, 400.0, 400.0, 200.0]}
2025-10-26 15:09:05,535 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [204.0, 200.0, 600.0, 600.0], 'agent_y': [200.0, 400.0, 400.0, 200.0]}
2025-10-26 15:09:05,552 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [208.0, 196.0, 600.0, 600.0], 'agent_y': [204.0, 396.0, 400.0, 200.0]}
2025-10-26 15:09:05,569 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [212.0, 192.0, 600.0, 600.0], 'agent_y': [208.0, 392.0, 400.0, 200.0]}
2025-10-26 15:09:05,585 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [216.0, 188.0, 596.0, 596.0], 'agent_y': [212.0, 388.0, 396.0, 204.0]}
2025-10-26 15:09:05,602 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [216.0, 184.0, 592.0, 592.0], 'agent_y': [212.0, 384.0, 392.0, 208.0]}
2025-10-26 15:09:05,619 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [216.0, 180.0, 588.0, 588.0], 'agent_y': [212.0, 380.0, 388.0, 212.0]}
2025-10-26 15:09:05,635 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [216.0, 176.0, 584.0, 584.0], 'agent_y': [212.0, 376.0, 384.0, 216.0]}
2025-10-26 15:09:05,652 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [216.0, 172.0, 580.0, 580.0], 'agent_y': [212.0, 372.0, 380.0, 220.0]}
2025-10-26 15:09:05,669 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [220.0, 168.0, 576.0, 576.0], 'agent_y': [212.0, 368.0, 376.0, 224.0]}
2025-10-26 15:09:05,685 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [224.0, 164.0, 572.0, 572.0], 'agent_y': [212.0, 364.0, 372.0, 228.0]}
2025-10-26 15:09:05,702 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [228.0, 160.0, 568.0, 568.0], 'agent_y': [212.0, 360.0, 368.0, 232.0]}
2025-10-26 15:09:05,719 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [232.0, 156.0, 564.0, 564.0], 'agent_y': [212.0, 356.0, 364.0, 236.0]}
2025-10-26 15:09:05,735 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [236.0, 152.0, 560.0, 560.0], 'agent_y': [212.0, 352.0, 360.0, 240.0]}
2025-10-26 15:09:05,752 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [240.0, 152.0, 556.0, 556.0], 'agent_y': [216.0, 352.0, 356.0, 244.0]}
2025-10-26 15:09:05,769 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [244.0, 148.0, 552.0, 552.0], 'agent_y': [220.0, 348.0, 352.0, 248.0]}
2025-10-26 15:09:05,785 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [248.0, 144.0, 548.0, 548.0], 'agent_y': [220.0, 344.0, 348.0, 252.0]}
2025-10-26 15:09:05,802 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [252.0, 140.0, 544.0, 544.0], 'agent_y': [220.0, 340.0, 344.0, 256.0]}
2025-10-26 15:09:05,819 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [256.0, 136.0, 540.0, 540.0], 'agent_y': [220.0, 336.0, 340.0, 260.0]}
