2025-10-26 15:47:58,122 [INFO] Starting game: default_scenario - two_capped_neural: 2 vs long_short: 2
2025-10-26 15:48:00,401 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 200.0, 600.0, 600.0], 'agent_y': [200.0, 400.0, 400.0, 200.0]}
2025-10-26 15:48:00,411 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 200.0, 600.0, 600.0], 'agent_y': [200.0, 400.0, 400.0, 200.0]}
2025-10-26 15:48:00,428 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 200.0, 604.0, 596.0], 'agent_y': [200.0, 400.0, 396.0, 204.0]}
2025-10-26 15:48:00,444 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [200.0, 200.0, 608.0, 592.0], 'agent_y': [200.0, 400.0, 392.0, 208.0]}
2025-10-26 15:48:00,461 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [204.0, 204.0, 612.0, 588.0], 'agent_y': [204.0, 396.0, 388.0, 212.0]}
2025-10-26 15:48:00,478 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [208.0, 208.0, 616.0, 584.0], 'agent_y': [208.0, 392.0, 384.0, 216.0]}
2025-10-26 15:48:00,494 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [212.0, 212.0, 620.0, 580.0], 'agent_y': [212.0, 388.0, 380.0, 220.0]}
2025-10-26 15:48:00,511 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [216.0, 216.0, 624.0, 576.0], 'agent_y': [216.0, 384.0, 376.0, 224.0]}
2025-10-26 15:48:00,528 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [220.0, 220.0, 628.0, 572.0], 'agent_y': [220.0, 380.0, 372.0, 228.0]}
2025-10-26 15:48:00,544 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [224.0, 224.0, 632.0, 568.0], 'agent_y': [224.0, 376.0, 368.0, 232.0]}
2025-10-26 15:48:00,561 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [228.0, 228.0, 632.0, 564.0], 'agent_y': [228.0, 372.0, 364.0, 236.0]}
2025-10-26 15:48:00,578 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [232.0, 232.0, 632.0, 560.0], 'agent_y': [232.0, 368.0, 360.0, 240.0]}
2025-10-26 15:48:00,594 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [236.0, 236.0, 632.0, 556.0], 'agent_y': [236.0, 364.0, 356.0, 244.0]}
2025-10-26 15:48:00,611 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [240.0, 240.0, 632.0, 552.0], 'agent_y': [240.0, 360.0, 352.0, 248.0]}
2025-10-26 15:48:00,628 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [244.0, 244.0, 632.0, 548.0], 'agent_y': [244.0, 356.0, 348.0, 252.0]}
2025-10-26 15:48:00,644 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [248.0, 248.0, 632.0, 544.0], 'agent_y': [248.0, 352.0, 344.0, 256.0]}
2025-10-26 15:48:00,661 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [252.0, 252.0, 632.0, 540.0], 'agent_y': [252.0, 348.0, 340.0, 260.0]}
2025-10-26 15:48:00,678 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [256.0, 256.0, 632.0, 536.0], 'agent_y': [256.0, 344.0, 336.0, 264.0]}
2025-10-26 15:48:00,694 [INFO] {'team_a_score': 0, 'team_b_score': 0, 'puck_x': 400.0, 'puck_y': 300.0, 'puck_vx': 0.0, 'puck_vy': 0.0, 'agent_x': [260.0, 260.0, 632.0, 532.0], 'agent_y': [260.0, 340.0, 332.0, 268.0]}
